time                          T                             E_tot                         E_kin                         E_pot                         V                             MSD                           
2122.0                        329.9441994187277             9.08356307160307              4.606045817968553             4.477517253634517             1275.5241011249996            0.009823507459523477          
2122.5                        332.82802099247715            9.135780754932242             4.646304183846594             4.489476571085648             1275.5241011249996            0.009847120211409703          
2123.0                        321.93561038050154            8.993878730676268             4.494245313179147             4.499633417497122             1275.5241011249996            0.009869640876837647          
2123.5                        318.1969751429547             8.950539092895493             4.442053684318418             4.508485408577075             1275.5241011249996            0.009892459741462826          
2124.0                        313.3625323846579             8.891084718608873             4.3745645001221485            4.5165202184867255            1275.5241011249996            0.009915919545853184          
2124.5                        304.8060277553424             8.780672450173784             4.25511505250731              4.525557397666474             1275.5241011249996            0.009941974433437186          
2125.0                        289.9414706407817             8.584593807250304             4.047604718171694             4.53698908907861              1275.5241011249996            0.009968610310790162          
2125.5                        285.6763280302593             8.535147353634533             3.98806300681915              4.547084346815383             1275.5241011249996            0.009995331325762646          
2126.0                        285.50492662723775            8.53905496165829              3.9856702303527896            4.553384731305499             1275.5241011249996            0.010018227335012982          
2126.5                        279.9243662383827             8.466056457438274             3.9077651879659525            4.5582912694723206            1275.5241011249996            0.010040920878620579          
2127.0                        289.0296354480766             8.597019203760055             4.034875430360498             4.562143773399557             1275.5241011249996            0.010062239672085773          
2127.5                        283.69518536591755            8.52306746006548              3.960406106349415             4.562661353716065             1275.5241011249996            0.010081624619607994          
2128.0                        279.51509947015177            8.464675450867551             3.902051793126569             4.562623657740982             1275.5241011249996            0.010100477372750527          
2128.5                        277.7424607820949             8.438981979183755             3.8773056238340713            4.561676355349682             1275.5241011249996            0.0101170785286118            
2129.0                        279.39360353679467            8.461157276357987             3.900355700766936             4.560801575591052             1275.5241011249996            0.010132991109295733          
2129.5                        273.4102428281744             8.375905268332614             3.816827535647226             4.559077732685388             1275.5241011249996            0.010149155388641496          
2130.0                        271.6321972359137             8.34810107771699              3.7920058855657333            4.556095192151258             1275.5241011249996            0.010165620696501058          
2130.5                        268.2595124046034             8.300370103648486             3.7449229518758838            4.5554471517726025            1275.5241011249996            0.010180106817881741          
2131.0                        270.78516125852286            8.333672915169217             3.7801811996697445            4.553491715499472             1275.5241011249996            0.010191328912084782          
2131.5                        268.21078011963425            8.294719500944622             3.7442426455156634            4.550476855428958             1275.5241011249996            0.010200338565851045          
2132.0                        262.89440502851727            8.220714797155615             3.6700256497377963            4.550689147417819             1275.5241011249996            0.010212888373458778          
2132.5                        270.47853606742564            8.328704876837406             3.7759006889602817            4.552804187877125             1275.5241011249996            0.01022651145246253           
2133.0                        274.3681392132132             8.38557447897939              3.8301998411647293            4.555374637814659             1275.5241011249996            0.010239180717480105          
2133.5                        278.19902773046294            8.44174788982015              3.8836793327426027            4.558068557077547             1275.5241011249996            0.010248430276185425          
2134.0                        282.22334917680115            8.501186640548983             3.939859162546318             4.5613274780026645            1275.5241011249996            0.010253607555969484          
2134.5                        275.56736596423485            8.408741993274347             3.846941136726435             4.561800856547912             1275.5241011249996            0.010258146544676522          
2135.0                        267.49149249761155            8.294471023617447             3.734201336260429             4.560269687357017             1275.5241011249996            0.01026247710392346           
2135.5                        274.75768792671715            8.395744387298073             3.835637970478386             4.560106416819688             1275.5241011249996            0.010271617341553492          
2136.0                        289.87117586763895            8.606379917126912             4.04662339785623              4.559756519270682             1275.5241011249996            0.010281323830414217          
2136.5                        282.8616801602852             8.50694537055403              3.9487703110439614            4.558175059510068             1275.5241011249996            0.010292192653495036          
2137.0                        280.53841456475885            8.472283546387471             3.9163373487456195            4.555946197641852             1275.5241011249996            0.010301237055123794          
2137.5                        280.6950555099034             8.47295177739213              3.9185240681108233            4.554427709281306             1275.5241011249996            0.010310623410279569          
2138.0                        279.3945360664554             8.453639719335936             3.900368718951075             4.553271000384861             1275.5241011249996            0.010322625778566076          
2138.5                        289.1484649576226             8.591048785105773             4.036534299243357             4.554514485862416             1275.5241011249996            0.010339200928833467          
2139.0                        293.64367457019284            8.655754589314633             4.099287763233171             4.556466826081461             1275.5241011249996            0.010356542069469777          
2139.5                        294.3707360117503             8.669516548592403             4.109437595593285             4.560078952999119             1275.5241011249996            0.010374308758752393          
2140.0                        292.6081036906368             8.648452345156183             4.084831115935257             4.563621229220927             1275.5241011249996            0.010393035797927372          
2140.5                        285.6905983994565             8.555163975309549             3.9882622222455084            4.566901753064041             1275.5241011249996            0.010410810349810399          
2141.0                        301.8013731635142             8.784405102299962             4.213169848616737             4.571235253683225             1275.5241011249996            0.010429270208067679          
2141.5                        304.4225289746014             8.82435945603501              4.2497613807096535            4.574598075325357             1275.5241011249996            0.010445364508312299          
2142.0                        317.9233316323863             9.01860010090424              4.438233600347588             4.580366500556654             1275.5241011249996            0.010460901546901434          
